Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ, LinAccX, LinAccY, LinAccZ, GRV1, GRV2, GRV3 ,GRV4 ,ROT1, ROT2, ROT3, ROT4, Pressure, Temperature
520974, -3.26953125, -5.5703125, 7.5234375, 0.0546875, 0.013671875, -0.005859375, 19.9375, 12.9375, -27.1875, 0.00390625, 0.01171875, -0.03125, -1.16845703125, -0.767578125, 3.34033203125, 1.699462890625, -0.31585693359375, -0.14984130859375, 0.76885986328125, 0.535400390625, 1015.9560546875, 31.06658935546875
521092, -3.26953125, -5.64453125, 7.5234375, -0.060546875, -0.0078125, -0.005859375, 19.4375, 13.5625, -27.1875, 0.00390625, 0.01171875, -0.03125, -1.1669921875, -0.76904296875, 3.343994140625, 1.692626953125, -0.3162841796875, -0.1505126953125, 0.76861572265625, 0.5352783203125, 1015.9560546875, 31.06658935546875
521191, -3.23046875, -5.609375, 7.5234375, -0.013671875, -0.009765625, -0.0234375, 20.375, 13.8125, -27.125, 0.01171875, 0.01171875, 0.0546875, -1.169189453125, -0.76513671875, 3.339111328125, 1.702392578125, -0.31634521484375, -0.15032958984375, 0.768798828125, 0.5350341796875, 1015.9560546875, 31.06658935546875
521291, -3.26953125, -5.72265625, 7.5234375, 0.017578125, 0.001953125, 0.00390625, 19.9375, 14.125, -26.375, -0.03515625, 0.01953125, -0.03125, -1.171630859375, -0.76220703125, 3.3349609375, 1.7099609375, -0.3162841796875, -0.15045166015625, 0.76873779296875, 0.53515625, 1015.9560546875, 31.06658935546875
521422, -3.26953125, -5.68359375, 7.5234375, 0.013671875, 0.009765625, 0.0, 20.875, 13.1875, -27.125, -0.05859375, 0.00390625, -0.0390625, -1.18017578125, -0.749755859375, 3.31787109375, 1.74267578125, -0.3160400390625, -0.14971923828125, 0.7689208984375, 0.53515625, 1015.9560546875, 31.06658935546875
521574, -3.23046875, -5.5703125, 7.484375, -0.095703125, -0.013671875, 0.017578125, 20.5, 13.5, -25.9375, 0.05859375, 0.00390625, 0.0, -1.181884765625, -0.74658203125, 3.313720703125, 1.75048828125, -0.31640625, -0.1502685546875, 0.76885986328125, 0.534912109375, 1015.9560546875, 31.06658935546875
521673, -3.30859375, -5.4921875, 7.37109375, 0.126953125, 0.017578125, 0.0, 20.0625, 13.25, -25.625, -0.06640625, 0.1640625, -0.14453125, -1.18017578125, -0.74853515625, 3.315673828125, 1.747314453125, -0.31658935546875, -0.15057373046875, 0.76873779296875, 0.534912109375, 1015.956787109375, 31.06658935546875
521773, -3.1171875, -5.76171875, 7.63671875, -0.10546875, -0.0078125, 0.0078125, 20.4375, 13.1875, -26.75, -0.02734375, 0.046875, -0.03125, -1.1787109375, -0.7529296875, 3.322265625, 1.73388671875, -0.31689453125, -0.15093994140625, 0.7686767578125, 0.53472900390625, 1015.954833984375, 31.052276611328125
521920, -3.15625, -5.64453125, 7.5234375, -0.029296875, -0.01171875, -0.013671875, 19.5, 12.9375, -26.8125, -0.02734375, -0.08984375, 0.0859375, -1.168212890625, -0.77197265625, 3.34716796875, 1.68408203125, -0.31683349609375, -0.151123046875, 0.7686767578125, 0.5347900390625, 1015.954833984375, 31.052276611328125
522025, -3.0, -5.72265625, 7.4453125, 0.06640625, -0.013671875, -0.005859375, 20.375, 12.875, -27.125, 0.2265625, -0.05859375, -0.0859375, -1.165771484375, -0.775634765625, 3.3505859375, 1.677001953125, -0.3162841796875, -0.15087890625, 0.768798828125, 0.534912109375, 1015.954833984375, 31.052276611328125
522241, -3.34765625, -5.80078125, 7.6015625, 0.146484375, 0.021484375, -0.03515625, 19.9375, 13.8125, -26.375, -0.00390625, 0.0390625, -0.09375, -1.14990234375, -0.7958984375, 3.381591796875, 1.615234375, -0.3160400390625, -0.15020751953125, 0.7679443359375, 0.53643798828125, 1015.954833984375, 31.052276611328125
522344, -3.26953125, -5.609375, 7.6015625, 0.083984375, 0.013671875, 0.009765625, 20.3125, 13.5, -27.875, 0.03515625, -0.16015625, 0.0546875, -1.156494140625, -0.78466796875, 3.367919921875, 1.64453125, -0.315185546875, -0.149169921875, 0.76776123046875, 0.53753662109375, 1015.954833984375, 31.052276611328125
522445, -3.421875, -5.72265625, 7.75390625, 0.15625, 0.091796875, -0.0859375, 20.4375, 13.5, -26.3125, -0.08203125, 0.38671875, -0.12890625, -1.162109375, -0.775634765625, 3.353759765625, 1.673583984375, -0.31414794921875, -0.1475830078125, 0.76763916015625, 0.53875732421875, 1015.954833984375, 31.052276611328125
522544, -3.26953125, -5.83984375, 7.63671875, -0.001953125, -0.001953125, 0.04296875, 19.375, 14.5, -27.5625, -0.04296875, -0.19140625, 0.10546875, -1.1650390625, -0.768310546875, 3.349365234375, 1.68359375, -0.3157958984375, -0.1485595703125, 0.76715087890625, 0.5382080078125, 1015.954833984375, 31.052276611328125
522645, -3.5390625, -5.41796875, 7.37109375, -0.2578125, -0.0078125, -0.017578125, 19.9375, 14.125, -26.75, -0.3046875, 0.23046875, -0.16015625, -1.167724609375, -0.76123046875, 3.34228515625, 1.69873046875, -0.317626953125, -0.14990234375, 0.7667236328125, 0.537353515625, 1015.9599609375, 31.052276611328125
522800, -3.30859375, -5.80078125, 7.5234375, -0.087890625, -0.0234375, 0.0078125, 20.5, 13.5, -25.9375, -0.04296875, -0.09765625, 0.046875, -1.16357421875, -0.773681640625, 3.35546875, 1.669921875, -0.31964111328125, -0.1512451171875, 0.767333984375, 0.534912109375, 1015.960205078125, 31.0562744140625
522901, -3.34765625, -5.64453125, 7.484375, 0.056640625, 0.029296875, -0.02734375, 20.5, 13.5, -25.9375, 0.234375, 0.078125, 0.0390625, -1.165771484375, -0.77783203125, 3.357421875, 1.662353515625, -0.3184814453125, -0.1497802734375, 0.76678466796875, 0.53680419921875, 1015.960205078125, 31.0562744140625
523001, -3.34765625, -5.80078125, 7.5625, 0.056640625, -0.009765625, 0.001953125, 20.3125, 13.8125, -27.875, 0.04296875, 0.09375, -0.0234375, -1.16796875, -0.775146484375, 3.35107421875, 1.675048828125, -0.3194580078125, -0.15069580078125, 0.767333984375, 0.53521728515625, 1015.960205078125, 31.0562744140625
523101, -3.3828125, -5.68359375, 7.484375, -0.025390625, 0.0078125, 0.017578125, 19.9375, 13.5625, -26.75, -0.03515625, 0.03515625, 0.0625, -1.173095703125, -0.7734375, 3.348388671875, 1.67724609375, -0.320068359375, -0.1514892578125, 0.76708984375, 0.53497314453125, 1015.960205078125, 31.0562744140625
523284, -3.30859375, -5.68359375, 7.484375, 0.01171875, 0.015625, 0.005859375, 19.9375, 13.8125, -26.375, -0.03515625, 0.02734375, 0.015625, -1.1806640625, -0.7646484375, 3.33447265625, 1.703857421875, -0.31976318359375, -0.15081787109375, 0.7664794921875, 0.53619384765625, 1015.960205078125, 31.0562744140625
523384, -3.26953125, -5.83984375, 7.5234375, -0.060546875, -0.021484375, 0.044921875, 20.5625, 13.5, -24.875, 0.00390625, -0.12890625, 0.0546875, -1.18701171875, -0.754638671875, 3.31884765625, 1.73388671875, -0.32049560546875, -0.1514892578125, 0.76690673828125, 0.53497314453125, 1015.960205078125, 31.0562744140625
523588, -3.23046875, -5.9140625, 7.4453125, 0.109375, -0.015625, -0.07421875, 20.5, 14.125, -25.1875, 0.07421875, -0.1328125, 0.046875, -1.19189453125, -0.765869140625, 3.322021484375, 1.719482421875, -0.3228759765625, -0.15380859375, 0.76617431640625, 0.533935546875, 1015.956787109375, 31.0562744140625
523733, -3.26953125, -5.5703125, 7.33203125, -0.154296875, 0.037109375, 0.130859375, 20.4375, 13.5, -26.75, 0.00390625, 0.1875, -0.09765625, -1.193115234375, -0.765380859375, 3.31787109375, 1.727294921875, -0.32293701171875, -0.15447998046875, 0.76666259765625, 0.532958984375, 1015.95556640625, 31.047149658203125
523833, -3.3828125, -5.9921875, 7.484375, -0.009765625, 0.01953125, 0.0078125, 21.375, 14.4375, -25.5625, -0.0859375, -0.21875, 0.078125, -1.198974609375, -0.759033203125, 3.306884765625, 1.746826171875, -0.324462890625, -0.1553955078125, 0.76629638671875, 0.5323486328125, 1015.95556640625, 31.047149658203125
523931, -3.421875, -5.80078125, 7.484375, 0.103515625, 0.001953125, -0.060546875, 20.375, 13.8125, -26.75, -0.01953125, -0.1328125, 0.1328125, -1.197265625, -0.76708984375, 3.313720703125, 1.7314453125, -0.3211669921875, -0.1517333984375, 0.7666015625, 0.534912109375, 1015.95556640625, 31.047149658203125
524052, -3.30859375, -5.609375, 7.33203125, -0.0703125, -0.017578125, 0.017578125, 19.3125, 13.875, -28.6875, 0.203125, -0.03515625, 0.0390625, -1.1943359375, -0.768798828125, 3.31884765625, 1.72265625, -0.3211669921875, -0.15191650390625, 0.7667236328125, 0.53472900390625, 1015.95556640625, 31.047149658203125
524243, -3.15625, -5.609375, 7.4453125, 0.064453125, 0.00390625, -0.00390625, 19.875, 14.125, -27.5, 0.1328125, 0.109375, -0.015625, -1.1875, -0.779541015625, 3.3388671875, 1.68359375, -0.3212890625, -0.15118408203125, 0.7667236328125, 0.53485107421875, 1015.95556640625, 31.047149658203125
524341, -3.30859375, -5.609375, 7.41015625, -0.08984375, -0.015625, 0.06640625, 19.5, 13.5625, -26.8125, 0.1328125, 0.109375, -0.015625, -1.17529296875, -0.797119140625, 3.36669921875, 1.62744140625, -0.320068359375, -0.14996337890625, 0.76617431640625, 0.5367431640625, 1015.95556640625, 31.047149658203125
524533, -3.5, -5.875, 7.4453125, 0.03515625, 0.015625, -0.056640625, 20.5625, 13.8125, -24.875, -0.171875, -0.09375, 0.0546875, -1.1796875, -0.78662109375, 3.355224609375, 1.65283203125, -0.32464599609375, -0.15380859375, 0.7664794921875, 0.53240966796875, 1015.95556640625, 31.047149658203125
524631, -3.19140625, -5.64453125, 7.4453125, 0.021484375, -0.005859375, -0.005859375, 20.5625, 13.1875, -25.1875, 0.08984375, 0.08203125, -0.0078125, -1.193115234375, -0.76953125, 3.3291015625, 1.703369140625, -0.32098388671875, -0.15106201171875, 0.76593017578125, 0.53619384765625, 1015.96923828125, 31.047149658203125
524732, -3.5, -5.80078125, 7.33203125, -0.23828125, 0.03125, 0.115234375, 21.0, 14.125, -25.1875, -0.1796875, -0.00390625, -0.05078125, -1.198486328125, -0.758544921875, 3.314697265625, 1.732421875, -0.323486328125, -0.1529541015625, 0.76617431640625, 0.53375244140625, 1015.97021484375, 31.052581787109375
524832, -3.19140625, -5.64453125, 7.41015625, -0.25390625, 0.001953125, 0.1875, 21.0, 14.125, -25.1875, 0.12109375, 0.21875, -0.13671875, -1.203857421875, -0.757568359375, 3.307861328125, 1.742431640625, -0.32562255859375, -0.1549072265625, 0.76629638671875, 0.53179931640625, 1015.97021484375, 31.052581787109375
525097, -3.3828125, -5.9921875, 7.41015625, 0.060546875, -0.021484375, -0.021484375, 21.3125, 13.8125, -26.6875, -0.0703125, -0.171875, 0.04296875, -1.1943359375, -0.783203125, 3.33544921875, 1.68359375, -0.32525634765625, -0.15484619140625, 0.76519775390625, 0.5335693359375, 1015.97021484375, 31.052581787109375
525205, -3.3828125, -5.72265625, 7.41015625, 0.044921875, -0.013671875, -0.056640625, 20.5, 13.8125, -25.625, -0.0859375, 0.05859375, 0.01171875, -1.200439453125, -0.778076171875, 3.323974609375, 1.704345703125, -0.3248291015625, -0.15460205078125, 0.76519775390625, 0.53387451171875, 1015.97021484375, 31.052581787109375
525304, -3.4609375, -5.9140625, 7.484375, 0.0390625, 0.01953125, -0.025390625, 21.3125, 14.125, -26.3125, -0.00390625, -0.05078125, -0.01953125, -1.206787109375, -0.768798828125, 3.310791015625, 1.729248046875, -0.32373046875, -0.15350341796875, 0.76513671875, 0.53497314453125, 1015.97021484375, 31.052581787109375
525405, -3.26953125, -5.609375, 7.37109375, 0.025390625, -0.0078125, -0.01953125, 20.875, 13.8125, -26.3125, 0.01953125, 0.171875, -0.03515625, -1.209716796875, -0.766845703125, 3.30615234375, 1.7373046875, -0.32275390625, -0.1531982421875, 0.76483154296875, 0.53607177734375, 1015.97021484375, 31.052581787109375
525504, -3.57421875, -5.953125, 7.484375, 0.013671875, 0.021484375, -0.076171875, 20.6875, 15.375, -27.4375, 0.01171875, 0.09765625, -0.02734375, -1.2021484375, -0.775634765625, 3.320556640625, 1.710693359375, -0.32550048828125, -0.15496826171875, 0.76556396484375, 0.5328369140625, 1015.963134765625, 31.052581787109375
525791, -3.23046875, -5.609375, 7.33203125, -0.06640625, -0.005859375, 0.013671875, 20.4375, 14.125, -26.375, 0.06640625, 0.08203125, 0.00390625, -1.1923828125, -0.78955078125, 3.340576171875, 1.672119140625, -0.3236083984375, -0.153564453125, 0.76519775390625, 0.53497314453125, 1015.962646484375, 31.050018310546875
525890, -3.4609375, -5.875, 7.5625, 0.107421875, -0.013671875, 0.021484375, 20.9375, 14.4375, -25.5625, -0.1484375, -0.0625, 0.1953125, -1.20166015625, -0.777587890625, 3.322021484375, 1.70751953125, -0.3228759765625, -0.1527099609375, 0.76483154296875, 0.5361328125, 1015.962646484375, 31.050018310546875
526001, -3.19140625, -5.64453125, 7.37109375, 0.1171875, -0.017578125, -0.0546875, 20.5, 14.75, -24.875, 0.09765625, 0.12109375, -0.04296875, -1.208984375, -0.766357421875, 3.305908203125, 1.738525390625, -0.32366943359375, -0.153564453125, 0.76507568359375, 0.53509521484375, 1015.962646484375, 31.050018310546875
526101, -3.3828125, -5.80078125, 7.37109375, 0.068359375, -0.0390625, -0.0546875, 21.5, 13.5, -24.8125, -0.0859375, -0.04296875, -0.04296875, -1.217041015625, -0.752685546875, 3.285888671875, 1.7763671875, -0.322998046875, -0.1527099609375, 0.764892578125, 0.5360107421875, 1015.962646484375, 31.050018310546875
526205, -3.26953125, -5.72265625, 7.37109375, 0.0234375, 0.017578125, -0.0859375, 20.8125, 15.0625, -26.3125, -0.1796875, -0.01171875, -0.01171875, -1.22265625, -0.740478515625, 3.2685546875, 1.80908203125, -0.3248291015625, -0.154052734375, 0.76519775390625, 0.5340576171875, 1015.962646484375, 31.050018310546875
526317, -3.23046875, -5.83984375, 7.484375, 0.0234375, 0.017578125, -0.0859375, 21.3125, 14.125, -26.6875, 0.10546875, 0.03515625, 0.03125, -1.22509765625, -0.73876953125, 3.267333984375, 1.810546875, -0.32373046875, -0.15289306640625, 0.76507568359375, 0.53521728515625, 1015.962646484375, 31.050018310546875
526541, -3.30859375, -5.68359375, 7.41015625, -0.01953125, -0.013671875, 0.009765625, 20.8125, 14.4375, -26.6875, 0.03515625, 0.08984375, 0.01171875, -1.2109375, -0.75830078125, 3.29833984375, 1.755126953125, -0.32342529296875, -0.15277099609375, 0.76507568359375, 0.5355224609375, 1015.944580078125, 31.050018310546875
526640, -3.57421875, -5.72265625, 7.41015625, 0.0234375, 0.005859375, 0.03125, 20.4375, 14.125, -25.9375, -0.109375, -0.02734375, 0.046875, -1.210693359375, -0.758544921875, 3.301025390625, 1.75, -0.3248291015625, -0.1536865234375, 0.76519775390625, 0.53411865234375, 1015.943603515625, 31.04315185546875
526742, -3.15625, -5.72265625, 7.41015625, 0.08203125, -0.01953125, -0.068359375, 19.8125, 13.8125, -28.25, -0.109375, -0.02734375, 0.046875, -1.205322265625, -0.76708984375, 3.312744140625, 1.727783203125, -0.323486328125, -0.15264892578125, 0.76495361328125, 0.53558349609375, 1015.943603515625, 31.04315185546875
526841, -3.34765625, -5.80078125, 7.41015625, -0.09765625, -0.001953125, 0.005859375, 21.0, 13.8125, -25.25, -0.02734375, -0.01171875, 0.02734375, -1.2001953125, -0.77294921875, 3.323486328125, 1.707763671875, -0.32489013671875, -0.15362548828125, 0.76519775390625, 0.53411865234375, 1015.943603515625, 31.04315185546875
527070, -3.30859375, -5.76171875, 7.37109375, 0.07421875, 0.0, -0.033203125, 20.4375, 14.4375, -25.625, 0.07421875, 0.04296875, 0.00390625, -1.2060546875, -0.764892578125, 3.311279296875, 1.730712890625, -0.3240966796875, -0.15301513671875, 0.76507568359375, 0.53497314453125, 1015.943603515625, 31.04315185546875
527169, -3.3828125, -5.80078125, 7.41015625, -0.033203125, 0.013671875, 0.0546875, 20.0625, 14.75, -24.4375, -0.0703125, 0.05859375, 0.01171875, -1.218505859375, -0.745361328125, 3.281982421875, 1.785400390625, -0.3248291015625, -0.15374755859375, 0.7652587890625, 0.5340576171875, 1015.943603515625, 31.04315185546875
527304, -3.30859375, -5.76171875, 7.41015625, -0.021484375, 0.0078125, 0.033203125, 20.375, 13.8125, -26.75, 0.01171875, 0.01953125, 0.01953125, -1.21728515625, -0.747802734375, 3.284423828125, 1.78076171875, -0.32415771484375, -0.15301513671875, 0.76519775390625, 0.53472900390625, 1015.943603515625, 31.04315185546875
527451, -3.23046875, -5.68359375, 7.4453125, 0.048828125, -0.005859375, -0.041015625, 21.8125, 14.0625, -26.25, 0.07421875, 0.11328125, -0.04296875, -1.21484375, -0.752197265625, 3.2900390625, 1.770263671875, -0.32391357421875, -0.15283203125, 0.76519775390625, 0.53497314453125, 1015.943603515625, 31.04315185546875
527553, -3.4609375, -5.83984375, 7.41015625, -0.037109375, 0.005859375, 0.0234375, 20.9375, 13.8125, -25.5625, 0.04296875, -0.0859375, 0.02734375, -1.21875, -0.74365234375, 3.279541015625, 1.79052734375, -0.3245849609375, -0.15325927734375, 0.76507568359375, 0.5345458984375, 1015.943115234375, 31.04315185546875
527670, -3.26953125, -5.64453125, 7.41015625, -0.109375, -0.005859375, 0.021484375, 21.0, 13.1875, -25.5625, 0.02734375, 0.12109375, -0.00390625, -1.22607421875, -0.732666015625, 3.2607421875, 1.823974609375, -0.323974609375, -0.1531982421875, 0.7650146484375, 0.53509521484375, 1015.943359375, 31.04571533203125
527772, -3.4609375, -5.80078125, 7.37109375, -0.078125, -0.0078125, -0.017578125, 19.5, 14.1875, -26.0, 0.00390625, -0.0859375, 0.1015625, -1.225830078125, -0.73388671875, 3.26318359375, 1.819091796875, -0.32550048828125, -0.154296875, 0.7652587890625, 0.53350830078125, 1015.943359375, 31.04571533203125
527989, -3.421875, -5.80078125, 7.41015625, 0.095703125, 0.009765625, -0.04296875, 21.375, 14.4375, -25.875, 0.10546875, 0.04296875, 0.0390625, -1.194091796875, -0.78369140625, 3.337890625, 1.6787109375, -0.3231201171875, -0.1527099609375, 0.7647705078125, 0.5361328125, 1015.943359375, 31.04571533203125
528120, -3.26953125, -5.64453125, 7.37109375, 0.07421875, -0.033203125, -0.017578125, 20.875, 14.4375, -25.9375, 0.10546875, 0.00390625, 0.078125, -1.209228515625, -0.759521484375, 3.30126953125, 1.749755859375, -0.32427978515625, -0.15374755859375, 0.76495361328125, 0.5347900390625, 1015.943359375, 31.04571533203125
528353, -3.3828125, -5.9140625, 7.5234375, 0.029296875, 0.03125, -0.01953125, 20.875, 13.8125, -26.3125, -0.03515625, -0.078125, 0.02734375, -1.215576171875, -0.748779296875, 3.2880859375, 1.77490234375, -0.3240966796875, -0.15350341796875, 0.76458740234375, 0.53558349609375, 1015.943359375, 31.04571533203125
528454, -3.23046875, -5.609375, 7.37109375, -0.08984375, 0.013671875, 0.078125, 21.3125, 14.125, -26.6875, 0.00390625, 0.09765625, 0.01171875, -1.223388671875, -0.736083984375, 3.267822265625, 1.811767578125, -0.324951171875, -0.1541748046875, 0.76507568359375, 0.5341796875, 1015.943359375, 31.04571533203125
528572, -3.421875, -5.9140625, 7.4453125, -0.01953125, 0.01953125, -0.0546875, 20.9375, 14.125, -25.5625, -0.0625, -0.1484375, 0.03515625, -1.2255859375, -0.734130859375, 3.264404296875, 1.817626953125, -0.325927734375, -0.1549072265625, 0.76483154296875, 0.53363037109375, 1015.953369140625, 31.04571533203125
528670, -3.30859375, -5.64453125, 7.41015625, -0.015625, 0.009765625, 0.04296875, 19.9375, 13.8125, -26.75, 0.00390625, 0.15234375, 0.02734375, -1.2197265625, -0.746337890625, 3.27978515625, 1.788330078125, -0.32598876953125, -0.1544189453125, 0.76409912109375, 0.53485107421875, 1015.952392578125, 31.03717041015625
528840, -3.23046875, -5.64453125, 7.41015625, -0.0859375, 0.00390625, 0.03515625, 21.8125, 13.75, -26.25, 0.08203125, 0.15234375, 0.02734375, -1.208984375, -0.7646484375, 3.30615234375, 1.738525390625, -0.3262939453125, -0.154541015625, 0.76409912109375, 0.53460693359375, 1015.952392578125, 31.03717041015625
528965, -3.34765625, -5.875, 7.4453125, 0.154296875, -0.017578125, -0.068359375, 20.9375, 14.4375, -25.5625, -0.140625, -0.171875, 0.15625, -1.21044921875, -0.762939453125, 3.30322265625, 1.74365234375, -0.3253173828125, -0.15374755859375, 0.76397705078125, 0.53564453125, 1015.952392578125, 31.03717041015625
529065, -3.421875, -5.76171875, 7.29296875, -0.134765625, 0.041015625, 0.091796875, 20.0, 14.75, -25.625, 0.08203125, 0.1796875, 0.02734375, -1.202392578125, -0.771728515625, 3.3193359375, 1.71484375, -0.32635498046875, -0.1544189453125, 0.76416015625, 0.5345458984375, 1015.952392578125, 31.03717041015625
529180, -3.34765625, -5.9140625, 7.484375, 0.19140625, -0.001953125, -0.044921875, 21.0, 14.125, -24.75, -0.1015625, -0.1875, 0.15625, -1.206787109375, -0.7685546875, 3.3125, 1.7265625, -0.3250732421875, -0.15313720703125, 0.7640380859375, 0.53582763671875, 1015.952392578125, 31.03717041015625
529279, -3.23046875, -5.53125, 7.37109375, 0.044921875, -0.017578125, -0.0390625, 21.9375, 13.8125, -24.75, 0.01953125, 0.10546875, -0.05078125, -1.199462890625, -0.780029296875, 3.328125, 1.69580078125, -0.3226318359375, -0.1512451171875, 0.7637939453125, 0.5382080078125, 1015.952392578125, 31.03717041015625
529621, -3.19140625, -5.64453125, 7.4453125, -0.119140625, 0.037109375, 0.130859375, 19.375, 14.5, -27.625, 0.11328125, 0.140625, -0.01953125, -1.209716796875, -0.756591796875, 3.301025390625, 1.75146484375, -0.32440185546875, -0.15179443359375, 0.76458740234375, 0.535888671875, 1015.94921875, 31.037994384765625
529721, -3.34765625, -5.9921875, 7.5625, -0.0234375, 0.0078125, 0.025390625, 20.5625, 14.4375, -24.4375, -0.0625, -0.1484375, 0.078125, -1.21728515625, -0.744140625, 3.28466796875, 1.78173828125, -0.3232421875, -0.1510009765625, 0.7642822265625, 0.53717041015625, 1015.94921875, 31.037994384765625
529821, -3.26953125, -5.609375, 7.41015625, -0.166015625, 0.005859375, 0.0390625, 20.0, 13.875, -25.625, 0.04296875, 0.1484375, -0.00390625, -1.218017578125, -0.73828125, 3.279052734375, 1.794189453125, -0.32489013671875, -0.15283203125, 0.76434326171875, 0.53558349609375, 1015.94921875, 31.037994384765625
529929, -3.34765625, -5.875, 7.41015625, 0.0390625, 0.0, -0.041015625, 20.5625, 14.125, -24.875, -0.03515625, -0.1015625, 0.00390625, -1.219482421875, -0.7373046875, 3.27685546875, 1.797607421875, -0.3232421875, -0.1514892578125, 0.76397705078125, 0.53741455078125, 1015.94921875, 31.037994384765625
530029, -3.26953125, -5.53125, 7.33203125, -0.251953125, 0.013671875, 0.060546875, 22.0, 13.5, -24.75, 0.02734375, 0.2265625, -0.08984375, -1.224853515625, -0.72607421875, 3.260009765625, 1.828857421875, -0.324951171875, -0.1531982421875, 0.7640380859375, 0.535888671875, 1015.94921875, 31.037994384765625
530128, -3.30859375, -5.875, 7.5625, 0.091796875, -0.00390625, -0.076171875, 20.5, 14.4375, -25.1875, 0.14453125, 0.04296875, 0.00390625, -1.227294921875, -0.724609375, 3.256591796875, 1.833740234375, -0.3260498046875, -0.15362548828125, 0.7642822265625, 0.5347900390625, 1015.94921875, 31.037994384765625
530251, -3.57421875, -5.9140625, 7.484375, 0.140625, 0.013671875, -0.029296875, 21.0, 13.8125, -25.25, -0.25390625, -0.125, 0.1015625, -1.214111328125, -0.744384765625, 3.28662109375, 1.7802734375, -0.32476806640625, -0.15277099609375, 0.76416015625, 0.53594970703125, 1015.94921875, 31.037994384765625
530370, -3.34765625, -5.609375, 7.37109375, 0.103515625, -0.029296875, -0.0859375, 19.5625, 13.875, -25.6875, 0.03515625, -0.125, 0.0625, -1.216552734375, -0.744873046875, 3.286376953125, 1.779052734375, -0.32244873046875, -0.15087890625, 0.76397705078125, 0.53814697265625, 1015.94921875, 31.037994384765625
530469, -3.5, -5.9140625, 7.4453125, -0.154296875, 0.03125, 0.109375, 20.875, 14.75, -25.9375, -0.171875, -0.1015625, 0.078125, -1.219482421875, -0.740478515625, 3.279296875, 1.791748046875, -0.32623291015625, -0.15374755859375, 0.764404296875, 0.534423828125, 1015.95751953125, 31.037445068359375
530719, -3.4609375, -5.64453125, 7.33203125, 0.02734375, -0.01953125, -0.041015625, 20.875, 14.125, -26.3125, 0.1875, 0.15625, 0.078125, -1.22607421875, -0.729736328125, 3.2646484375, 1.818359375, -0.324951171875, -0.153076171875, 0.76409912109375, 0.53582763671875, 1015.95751953125, 31.037445068359375
530879, -3.421875, -5.953125, 7.41015625, -0.08203125, 0.0234375, 0.048828125, 21.875, 14.0625, -25.1875, -0.046875, 0.05078125, 0.05078125, -1.23046875, -0.7236328125, 3.254638671875, 1.835693359375, -0.32550048828125, -0.15283203125, 0.76422119140625, 0.535400390625, 1015.95751953125, 31.037445068359375
531098, -3.15625, -5.5703125, 7.4453125, -0.013671875, -0.00390625, 0.005859375, 20.5, 14.4375, -24.875, 0.05078125, 0.13671875, -0.02734375, -1.208251953125, -0.766845703125, 3.311279296875, 1.728271484375, -0.32586669921875, -0.1536865234375, 0.76397705078125, 0.5352783203125, 1015.95751953125, 31.037445068359375
531269, -3.5, -5.9140625, 7.484375, 0.08984375, -0.0078125, -0.068359375, 20.625, 14.4375, -24.0625, -0.01171875, -0.03515625, 0.04296875, -1.216064453125, -0.752197265625, 3.291748046875, 1.76611328125, -0.326171875, -0.15362548828125, 0.76416015625, 0.53485107421875, 1015.95751953125, 31.037445068359375
531369, -3.23046875, -5.64453125, 7.41015625, -0.12109375, -0.005859375, 0.015625, 20.875, 13.1875, -26.6875, 0.08984375, 0.12109375, -0.00390625, -1.208740234375, -0.7568359375, 3.303955078125, 1.74658203125, -0.3255615234375, -0.15283203125, 0.76434326171875, 0.53515625, 1015.95751953125, 31.037445068359375
531469, -3.3828125, -5.80078125, 7.41015625, 0.1328125, -0.0078125, -0.041015625, 20.875, 14.4375, -25.9375, -0.0703125, -0.05859375, -0.01171875, -1.21044921875, -0.75537109375, 3.30078125, 1.751708984375, -0.32275390625, -0.15045166015625, 0.76416015625, 0.537841796875, 1015.95751953125, 31.037445068359375
531569, -3.26953125, -5.609375, 7.4453125, -0.0546875, 0.0078125, 0.025390625, 21.4375, 13.5, -25.5625, 0.1484375, 0.08984375, 0.046875, -1.214599609375, -0.745361328125, 3.288330078125, 1.7763671875, -0.32318115234375, -0.15087890625, 0.76422119140625, 0.53741455078125, 1015.95654296875, 31.037445068359375
531667, -3.34765625, -5.9140625, 7.484375, 0.126953125, -0.01171875, -0.068359375, 22.25, 13.75, -26.625, -0.125, -0.27734375, 0.109375, -1.21044921875, -0.756103515625, 3.30078125, 1.75146484375, -0.3226318359375, -0.15032958984375, 0.7640380859375, 0.53814697265625, 1015.956787109375, 31.03973388671875
531818, -3.23046875, -5.68359375, 7.4453125, -0.125, 0.009765625, 0.064453125, 20.9375, 13.8125, -25.5625, -0.0546875, -0.02734375, -0.05859375, -1.19921875, -0.769775390625, 3.32373046875, 1.70947265625, -0.32586669921875, -0.15216064453125, 0.7646484375, 0.5347900390625, 1015.956787109375, 31.03973388671875
