Time,i,j,k,w,Pressure,Temperature,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z
121251.0,0.66510009765625,-0.51513671875,0.42877197265625,0.329345703125,1005.845947265625,23.747589111328125,8.5546875,-0.01171875,-4.04296875,-0.001953125,0.19921875,0.005859375,-193.25,-22.875,76.0,
121398.0,0.66473388671875,-0.514892578125,0.4293212890625,0.3297119140625,1005.85888671875,23.747589111328125,8.5546875,-0.05078125,-4.00390625,0.001953125,-0.0546875,-0.001953125,-193.75,-22.6875,76.1875,
121487.0,0.66455078125,-0.5147705078125,0.4295654296875,0.32989501953125,1005.848388671875,23.752197265625,8.6328125,-0.08984375,-3.890625,0.00390625,0.017578125,0.0,-193.0,-22.9375,76.625,
121546.0,0.66455078125,-0.51483154296875,0.42950439453125,0.329833984375,1005.84765625,23.746429443359375,8.6328125,-0.08984375,-3.890625,-0.001953125,0.005859375,0.0,-193.8125,-23.3125,75.875,
121590.0,0.66455078125,-0.51483154296875,0.4295654296875,0.329833984375,1005.8515625,23.745269775390625,8.6328125,-0.01171875,-3.92578125,0.0,0.041015625,0.001953125,-194.125,-23.125,76.75,
122001.0,0.66436767578125,-0.5147705078125,0.42987060546875,0.3299560546875,1005.866455078125,23.749908447265625,8.59375,-0.05078125,-3.890625,0.0,0.052734375,0.0,-194.0,-22.9375,77.0625,
122033.0,0.664306640625,-0.51470947265625,0.42999267578125,0.33001708984375,1005.86669921875,23.752197265625,8.6328125,-0.01171875,-3.8125,0.001953125,-0.1015625,-0.005859375,-194.4375,-23.25,74.0,
122063.0,0.66473388671875,-0.5150146484375,0.4293212890625,0.32952880859375,1005.845458984375,23.752197265625,8.5546875,-0.08984375,-4.00390625,0.001953125,0.0625,0.001953125,-193.75,-22.5625,74.375,
122123.0,0.66455078125,-0.51483154296875,0.4295654296875,0.32977294921875,1005.844482421875,23.744110107421875,8.59375,-0.01171875,-3.92578125,0.00390625,-0.009765625,0.001953125,-194.8125,-23.125,76.375,
122297.0,0.66461181640625,-0.514892578125,0.4295654296875,0.32965087890625,1005.844970703125,23.75567626953125,8.59375,-0.08984375,-3.8515625,-0.001953125,-0.06640625,0.0,-194.625,-23.3125,75.1875,
122356.0,0.664306640625,-0.5147705078125,0.429931640625,0.32989501953125,1005.849853515625,23.75335693359375,8.59375,-0.08984375,-3.890625,0.0,-0.0390625,-0.001953125,-195.0625,-23.1875,77.25,
122391.0,0.66461181640625,-0.51495361328125,0.42950439453125,0.32952880859375,1005.859375,23.749908447265625,8.59375,-0.01171875,-3.96484375,0.001953125,-0.005859375,-0.001953125,-194.1875,-23.125,76.4375,
122446.0,0.66448974609375,-0.514892578125,0.4296875,0.3297119140625,1005.839599609375,23.749908447265625,8.59375,-0.05078125,-3.92578125,-0.001953125,0.044921875,0.0,-193.375,-22.9375,77.1875,
122808.0,0.6644287109375,-0.5147705078125,0.4296875,0.3299560546875,1005.845458984375,23.752197265625,8.6328125,0.06640625,-3.92578125,-0.005859375,-0.080078125,-0.00390625,-194.125,-23.125,76.75,
122870.0,0.66473388671875,-0.5150146484375,0.42926025390625,0.32965087890625,1005.84814453125,23.748748779296875,8.6328125,0.06640625,-3.7734375,-0.001953125,-0.04296875,-0.001953125,-192.8125,-23.375,77.3125,
122929.0,0.6644287109375,-0.5147705078125,0.4296875,0.33001708984375,1005.843017578125,23.75103759765625,8.59375,-0.125,-3.92578125,-0.005859375,-0.068359375,-0.01171875,-195.5625,-22.375,75.625,
122990.0,0.6629638671875,-0.5137939453125,0.431884765625,0.33154296875,1005.848388671875,23.756866455078125,8.74609375,-0.1640625,-3.58203125,0.0,-0.751953125,-0.021484375,-194.875,-23.125,76.0625,
123228.0,0.6640625,-0.5145263671875,0.43023681640625,0.33038330078125,1005.842041015625,23.748748779296875,8.70703125,-0.05078125,-3.50390625,-0.001953125,0.265625,0.0078125,-193.5,-23.125,76.875,
123290.0,0.66412353515625,-0.5145263671875,0.43023681640625,0.33038330078125,1005.8466796875,23.73834228515625,8.59375,-0.01171875,-3.8125,0.005859375,-0.0390625,0.0,-195.3125,-22.6875,76.5625,
123351.0,0.6641845703125,-0.5145263671875,0.43011474609375,0.33026123046875,1005.856201171875,23.748748779296875,8.6328125,0.06640625,-3.92578125,0.001953125,0.05859375,0.005859375,-194.3125,-23.125,76.125,
123421.0,0.664306640625,-0.51458740234375,0.42999267578125,0.330078125,1005.84033203125,23.744110107421875,8.59375,-0.01171875,-3.92578125,0.0,0.0078125,0.001953125,-194.0,-22.8125,75.25,
123649.0,0.6640625,-0.5145263671875,0.43023681640625,0.330322265625,1005.8466796875,23.73834228515625,8.59375,-0.01171875,-3.92578125,0.001953125,0.05078125,0.001953125,-194.25,-22.1875,76.375,
123710.0,0.66412353515625,-0.51458740234375,0.43023681640625,0.330322265625,1005.8466796875,23.73834228515625,8.59375,-0.05078125,-3.890625,-0.001953125,0.005859375,-0.001953125,-194.0,-23.125,77.125,
123741.0,0.6641845703125,-0.5146484375,0.43011474609375,0.3302001953125,1005.8505859375,23.73834228515625,8.6328125,-0.05078125,-3.890625,0.0,-0.03515625,-0.001953125,-194.6875,-22.8125,74.8125,
123771.0,0.66424560546875,-0.51470947265625,0.429931640625,0.33013916015625,1005.85107421875,23.741790771484375,8.59375,-0.01171875,-3.96484375,-0.001953125,0.041015625,0.001953125,-194.8125,-22.8125,74.5625,
123801.0,0.6640625,-0.51458740234375,0.43017578125,0.33038330078125,1005.84521484375,23.741790771484375,8.6328125,-0.05078125,-3.890625,-0.00390625,-0.02734375,0.0,-194.9375,-22.5625,74.1875,
123861.0,0.6641845703125,-0.5146484375,0.42999267578125,0.33026123046875,1005.847412109375,23.744110107421875,8.59375,-0.05078125,-3.92578125,0.0,0.0,0.0,-194.125,-22.9375,76.75,
124036.0,0.6641845703125,-0.5146484375,0.42999267578125,0.33026123046875,1005.868896484375,23.73834228515625,8.6328125,-0.05078125,-3.8515625,0.00390625,0.0,0.001953125,-193.125,-23.125,76.3125,
124100.0,0.66424560546875,-0.5146484375,0.42999267578125,0.33013916015625,1005.8505859375,23.73834228515625,8.59375,-0.05078125,-3.92578125,-0.001953125,-0.00390625,0.001953125,-195.125,-23.0625,75.375,
124520.0,0.6641845703125,-0.51470947265625,0.429931640625,0.33026123046875,1005.849609375,23.730224609375,8.59375,-0.01171875,-3.890625,-0.001953125,0.009765625,0.0,-193.25,-22.875,76.0,
124550.0,0.6641845703125,-0.51470947265625,0.429931640625,0.33026123046875,1005.849609375,23.730224609375,8.59375,-0.05078125,-3.890625,-0.001953125,-0.009765625,0.0,-194.6875,-22.8125,74.8125,
124581.0,0.66412353515625,-0.5146484375,0.42999267578125,0.330322265625,1005.8505859375,23.73834228515625,8.59375,0.02734375,-3.92578125,0.001953125,0.015625,0.001953125,-194.0625,-22.625,75.25,
124611.0,0.6641845703125,-0.51470947265625,0.42999267578125,0.33026123046875,1005.843994140625,23.73834228515625,8.59375,-0.05078125,-3.8515625,0.0,-0.009765625,0.0,-194.0625,-22.625,75.25,
124641.0,0.6641845703125,-0.51470947265625,0.42999267578125,0.33026123046875,1005.84423828125,23.740631103515625,8.59375,-0.05078125,-3.890625,-0.001953125,-0.017578125,-0.001953125,-193.8125,-23.125,75.875,
124670.0,0.664306640625,-0.51483154296875,0.42974853515625,0.33013916015625,1005.84423828125,23.740631103515625,8.59375,-0.01171875,-3.96484375,-0.001953125,0.0078125,0.001953125,-193.75,-22.8125,74.375,
124701.0,0.66424560546875,-0.5147705078125,0.42987060546875,0.3302001953125,1005.850341796875,23.73370361328125,8.59375,-0.08984375,-3.890625,0.001953125,-0.00390625,-0.001953125,-194.4375,-23.0,74.0,
124760.0,0.66412353515625,-0.5146484375,0.4300537109375,0.330322265625,1005.84423828125,23.73486328125,8.6328125,-0.05078125,-3.890625,0.0,-0.048828125,-0.00390625,-193.75,-22.6875,76.1875,
124967.0,0.66424560546875,-0.5147705078125,0.4298095703125,0.3302001953125,1005.8359375,23.7325439453125,8.59375,-0.08984375,-4.00390625,0.0,0.0390625,0.001953125,-193.625,-23.125,76.5625,
125028.0,0.66412353515625,-0.51470947265625,0.42999267578125,0.330322265625,1005.840576171875,23.73602294921875,8.6328125,0.02734375,-3.8515625,-0.001953125,-0.04296875,-0.001953125,-192.9375,-22.4375,76.9375,
125089.0,0.66412353515625,-0.51470947265625,0.42999267578125,0.330322265625,1005.849365234375,23.727935791015625,8.59375,-0.05078125,-3.8515625,0.00390625,-0.033203125,-0.001953125,-193.5,-22.6875,76.8125,
125149.0,0.66424560546875,-0.51483154296875,0.4298095703125,0.3302001953125,1005.8408203125,23.725616455078125,8.59375,-0.08984375,-3.92578125,0.001953125,0.013671875,0.0,-194.125,-23.125,76.75,
125325.0,0.66424560546875,-0.51483154296875,0.42974853515625,0.3302001953125,1005.83984375,23.73138427734375,8.59375,-0.05078125,-3.890625,0.0,-0.033203125,-0.00390625,-194.1875,-23.125,76.5,
125390.0,0.66412353515625,-0.5147705078125,0.429931640625,0.330322265625,1005.837158203125,23.73138427734375,8.6328125,-0.01171875,-3.8515625,-0.001953125,-0.029296875,-0.001953125,-194.5,-23.3125,75.5,
125420.0,0.66424560546875,-0.514892578125,0.42974853515625,0.33013916015625,1005.837158203125,23.73138427734375,8.59375,-0.05078125,-3.890625,0.0,0.001953125,0.0,-194.1875,-22.5625,74.6875,
125451.0,0.6641845703125,-0.51483154296875,0.4298095703125,0.33026123046875,1005.84716796875,23.73138427734375,8.59375,-0.05078125,-3.96484375,-0.001953125,0.029296875,0.0,-195.0,-23.0,73.875,
125838.0,0.66424560546875,-0.51483154296875,0.4296875,0.330322265625,1005.84619140625,23.739471435546875,8.59375,-0.01171875,-3.96484375,0.001953125,-0.001953125,0.0,-193.125,-23.375,76.375,
125870.0,0.6641845703125,-0.51483154296875,0.4296875,0.330322265625,1005.839599609375,23.739471435546875,8.59375,-0.05078125,-3.92578125,0.001953125,0.029296875,0.00390625,-195.3125,-22.125,74.6875,
125900.0,0.66412353515625,-0.5147705078125,0.42987060546875,0.3304443359375,1005.83984375,23.741790771484375,8.59375,-0.05078125,-3.8515625,-0.001953125,-0.046875,0.001953125,-195.3125,-22.5625,74.75,
125930.0,0.66424560546875,-0.51495361328125,0.42962646484375,0.33026123046875,1005.84326171875,23.741790771484375,8.59375,-0.01171875,-3.96484375,-0.005859375,0.04296875,0.001953125,-194.8125,-23.0625,74.5,
125959.0,0.6640625,-0.51483154296875,0.4298095703125,0.3304443359375,1005.84375,23.742950439453125,8.6328125,-0.05078125,-3.890625,0.0,-0.046875,0.0,-193.8125,-23.5625,75.9375,
125990.0,0.66424560546875,-0.51495361328125,0.42950439453125,0.33026123046875,1005.838623046875,23.742950439453125,8.59375,-0.05078125,-3.96484375,0.0,0.048828125,0.0,-193.5625,-23.0625,75.0,
126049.0,0.66412353515625,-0.514892578125,0.4296875,0.33038330078125,1005.8427734375,23.739471435546875,8.59375,-0.05078125,-3.96484375,0.0,-0.087890625,-0.001953125,-193.0,-23.125,76.625,
126224.0,0.66363525390625,-0.5145263671875,0.43048095703125,0.33099365234375,1005.8564453125,23.727935791015625,8.5546875,-0.05078125,-4.08203125,0.0,-0.078125,-0.001953125,-193.625,-22.875,76.5625,
126377.0,0.66424560546875,-0.5150146484375,0.42950439453125,0.3302001953125,1005.836669921875,23.72906494140625,8.6328125,-0.01171875,-3.890625,0.005859375,0.005859375,0.001953125,-194.125,-22.6875,76.75,
126449.0,0.66412353515625,-0.51495361328125,0.4296875,0.330322265625,1005.877197265625,23.7371826171875,8.59375,-0.01171875,-3.92578125,0.001953125,0.029296875,0.001953125,-193.9375,-22.375,75.5,
126526.0,0.66412353515625,-0.51495361328125,0.42974853515625,0.330322265625,1005.849609375,23.72906494140625,8.59375,-0.05078125,-3.890625,0.00390625,0.017578125,0.001953125,-193.375,-23.375,77.25,
126628.0,0.6641845703125,-0.51495361328125,0.42962646484375,0.33026123046875,1005.8564453125,23.72906494140625,8.59375,-0.05078125,-3.92578125,0.001953125,0.0234375,0.0,-193.5,-23.125,76.875,
126708.0,0.6640625,-0.51483154296875,0.42987060546875,0.33038330078125,1005.8427734375,23.72906494140625,8.6328125,-0.01171875,-3.92578125,-0.001953125,0.01953125,0.0,-193.625,-22.4375,76.5,
126768.0,0.66412353515625,-0.51495361328125,0.4296875,0.330322265625,1005.84033203125,23.73370361328125,8.59375,-0.01171875,-3.890625,0.001953125,-0.01171875,-0.001953125,-194.875,-22.875,76.0,
126949.0,0.66412353515625,-0.51495361328125,0.42974853515625,0.33026123046875,1005.857666015625,23.7371826171875,8.59375,-0.01171875,-3.890625,0.001953125,0.013671875,0.001953125,-193.125,-23.125,76.3125,
