457.78321599960327, 39, 3714
463.0383565425873, 39, 3714
468.14737272262573, 40, 3725
471.67410254478455, 40, 3725
474.72124338150024, 24, 3593
479.0464699268341, 35, 3681
484.158171415329, 39, 3714
487.67165207862854, 39, 3714
494.6659960746765, 0, 0
498.97529196739197, 19, 3555
505.96932911872864, 0, 0
510.2673783302307, 21, 3571
513.3205101490021, 27, 3621
516.3934190273285, 33, 3670
520.4710423946381, 33, 3670
525.5837159156799, 37, 3697
529.1102089881897, 37, 3697
532.1836009025574, 23, 3588
536.4792132377625, 57, 3856
541.5916993618011, 37, 3703
546.8315780162811, 37, 3703
551.9361336231232, 35, 3686
555.4646596908569, 35, 3686
562.4581582546234, 0, 0
566.758011341095, 30, 3642
570.3752133846283, 17, 3544
575.4854648113251, 36, 3692
580.7232921123505, 36, 3692
585.8313221931458, 35, 3686
589.3612961769104, 35, 3686
592.421056509018, 48, 3785
596.7303011417389, 55, 3846
601.8472361564636, 35, 3686
605.3618152141571, 35, 3686
608.4257564544678, 28, 3626
612.7404229640961, 33, 3670
617.8463864326477, 38, 3708
623.1004865169525, 38, 3708
628.2119913101196, 37, 3703
631.7390677928925, 37, 3703
634.7983124256134, 24, 3599
639.1021535396576, 55, 3846
644.2045259475708, 41, 3736
647.7334082126617, 41, 3736
650.8013043403625, 13, 3505
655.099871635437, 33, 3664
660.2217781543732, 36, 3692
663.742128610611, 36, 3692
666.7940571308136, 20, 3560
671.1200919151306, 55, 3840
676.219080209732, 35, 3686
679.7508838176727, 35, 3686
682.8072650432587, 14, 3516
686.1761651039124, 55, 3846
691.2834587097168, 34, 3675
696.5285956859589, 34, 3675
701.6490116119385, 34, 3675
705.1657483577728, 34, 3675
708.2217593193054, 25, 3604
711.6009464263916, 54, 3835
716.7152841091156, 37, 3697
720.222240447998, 37, 3697
723.2905359268188, 20, 3560
727.601149559021, 31, 3653
732.7101163864136, 33, 3670
736.2393562793732, 33, 3670
740.7928383350372, 22, 3582
745.9009473323822, 36, 3692
751.1447348594666, 36, 3692
756.2490103244781, 35, 3686
759.7660324573517, 35, 3686
762.8316631317139, 25, 3604
767.1480507850647, 30, 3648
772.2545630931854, 34, 3675
775.7763378620148, 34, 3675
778.8430168628693, 44, 3758
783.1626830101013, 53, 3829
788.263932466507, 36, 3692
793.5129556655884, 36, 3692
798.6318972110748, 33, 3670
802.1487929821014, 33, 3670
805.206460237503, 19, 3555
809.516982793808, 30, 3642
814.6352777481079, 37, 3697
818.1318249702454, 37, 3697
825.146782875061, 0, 0
829.462788105011, 18, 3549
832.52232670784, 19, 3555
836.8232309818268, 52, 3824
841.9298143386841, 35, 3686
845.4422969818115, 35, 3686
852.4623601436615, 0, 0
856.7568807601929, 26, 3615
860.3562409877777, 11, 3494
865.4749536514282, 33, 3664
868.9884054660797, 33, 3664
876.0020213127136, 0, 0
882.0137312412262, 24, 3599
887.132269859314, 32, 3659
890.6392488479614, 32, 3659
893.7014002799988, 19, 3555
898.0184955596924, 51, 3813
903.1405050754547, 31, 3653
906.4955821037292, 31, 3653
911.6142182350159, 32, 3659
915.1434121131897, 32, 3659
922.1251201629639, 0, 0
928.1523411273956, 20, 3560
933.2649056911469, 33, 3664
938.5069525241852, 33, 3664
943.613073348999, 30, 3648
946.9895007610321, 30, 3648
952.098995923996, 34, 3675
955.4522771835327, 34, 3675
960.5627100467682, 30, 3648
964.082688331604, 30, 3648
967.1449246406555, 8, 3467
971.469140291214, 28, 3626
976.5793423652649, 30, 3648
980.0991418361664, 30, 3648
983.159606218338, 15, 3527
987.4659297466278, 50, 3807
992.5855259895325, 31, 3653
997.8336148262024, 31, 3653
1002.9415051937103, 31, 3653
1008.1885159015656, 31, 3653
1013.2992873191833, 29, 3637
1016.8105032444, 29, 3637
1019.8743076324463, 6, 3456
1024.180995464325, 50, 3807
1029.296692609787, 31, 3653
1032.6647338867188, 31, 3653
1037.7694907188416, 31, 3653
1041.2902536392212, 31, 3653
1044.355152130127, 41, 3736
1047.4199657440186, 46, 3769
1053.986698627472, 0, 0
1058.2756731510162, 11, 3494
1061.3348233699799, 17, 3538
1065.6126697063446, 49, 3796
1070.7246687412262, 30, 3648
1074.242196559906, 30, 3648
1077.3146600723267, 15, 3522
1081.6273074150085, 49, 3796
1086.7372725009918, 28, 3632
1090.2504987716675, 28, 3632
1097.26518034935, 0, 0
1101.5630872249603, 21, 3571
1104.6095292568207, 3, 3428
1107.9852259159088, 49, 3796
1113.0913970470428, 28, 3626
1116.6181273460388, 28, 3626
1119.6717553138733, 7, 3461
1123.0562813282013, 49, 3796
1128.1600465774536, 30, 3648
1131.6944329738617, 30, 3648
1134.753969669342, 5, 3445
1139.0502705574036, 49, 3796
1144.1632552146912, 28, 3626
1147.6791996955872, 28, 3626
1154.6922821998596, 0, 0
1158.8292920589447, 17, 3538
1163.9342284202576, 29, 3637
1167.4560544490814, 29, 3637
1170.5153181552887, 2, 3423
1173.8986582756042, 48, 3791
1179.0089490413666, 30, 3642
1184.25723361969, 30, 3642
1189.354585647583, 28, 3626
1192.8924622535706, 28, 3626
1195.9520173072815, 44, 3752
1199.0127029418945, 24, 3599
1205.5796837806702, 0, 0
1209.8799469470978, 20, 3560
1212.9365549087524, 2, 3418
1216.002034664154, 24, 3593
1220.0340559482574, 24, 3593
1225.1435182094574, 27, 3621
1230.38046002388, 27, 3621
1235.490969657898, 30, 3648
1239.0206685066223, 30, 3648
1242.6256051063538, 4, 3439
1247.729173898697, 28, 3632
1251.0991678237915, 28, 3632
1256.2027871608734, 27, 3621
1259.7391049861908, 27, 3621
1266.7345616817474, 0, 0
1270.8771715164185, 14, 3516
1275.9877722263336, 28, 3626
1279.3513567447662, 28, 3626
1284.456553220749, 27, 3621
1289.7092695236206, 27, 3621
1294.8185296058655, 28, 3632
1298.3285503387451, 28, 3632
1305.3444738388062, 0, 0
1309.6435730457306, 20, 3566
1312.697796344757, 4, 3439
1317.009506702423, 23, 3588
1322.1200106143951, 26, 3610
1325.4743633270264, 26, 3610
1330.5841131210327, 26, 3610
1333.951636314392, 26, 3610
1339.065659046173, 27, 3621
1344.3113102912903, 27, 3621
1349.4172728061676, 29, 3637
1352.789514541626, 29, 3637
1357.8984806537628, 25, 3604
1363.1379141807556, 25, 3604
1368.2453351020813, 26, 3615
1371.62126994133, 26, 3615
1376.7317583560944, 29, 3637
1380.2431745529175, 29, 3637
1383.3020205497742, 36, 3692
1390.136655330658, 0, 0
1394.4248337745667, 5, 3445
1397.4900045394897, 6, 3450
1400.5495870113373, 22, 3577
1407.0536046028137, 0, 0
1411.1563131809235, 15, 3522
1416.2770652770996, 24, 3599
1419.7826128005981, 24, 3599
1422.8429560661316, 23, 3588
1426.2229788303375, 45, 3763
1431.341717004776, 25, 3604
1434.7038660049438, 25, 3604
1439.8047845363617, 29, 3637
1443.179090976715, 29, 3637
1448.2796630859375, 25, 3604
1451.6515803337097, 25, 3604
1456.753309726715, 26, 3615
1460.271490573883, 26, 3615
